12000,ARRONDISSEMENT DE MALINES,2O,"- bâtiments destinés à l’enseignement, la recherche et la culture (2O)",443,105,84,189,4
12000,ARRONDISSEMENT DE MALINES,2P,- bâtiments destinés aux cultes (2P),284,15,14,29,1
12000,ARRONDISSEMENT DE MALINES,2Q,"- bâtiments destinés aux loisirs, aux sports (2Q)",1428,398,44,442,9
12000,ARRONDISSEMENT DE MALINES,2RST,- autres (2RST),269,44,38,82,2
12000,ARRONDISSEMENT DE MALINES,3TOT,parcelles non-normalisées (3TOT),,,,,
12000,ARRONDISSEMENT DE MALINES,4TOT,superficie cadastrée (4TOT),312215,43769,2934,46703,912
12000,ARRONDISSEMENT DE MALINES,5TOT,superficie non-cadastrée (5TOT),,,,4480,88
12000,ARRONDISSEMENT DE MALINES,6TOT,superficie totale (6TOT),,,,51183,1000
13000,ARRONDISSEMENT DE TURNHOUT,1TOT,total des parcelles non bâties (1TOT),193092,92065,8779,100844,741
13000,ARRONDISSEMENT DE TURNHOUT,1AE,- terres agricoles nda (1AE),60514,31276,796,32072,236
13000,ARRONDISSEMENT DE TURNHOUT,1BC,"- pâtures, prés (1BC)",49726,33006,1388,34394,253
13000,ARRONDISSEMENT DE TURNHOUT,1DI,- jardins et parcs (1DI),8491,893,104,997,7
13000,ARRONDISSEMENT DE TURNHOUT,1F,- vergers (1F),299,159,2,161,1
13000,ARRONDISSEMENT DE TURNHOUT,1G,- bois (1G),27204,15540,4382,19921,146
13000,ARRONDISSEMENT DE TURNHOUT,1H,- terres vaines et vagues (1H),12117,6199,1055,7254,53
13000,ARRONDISSEMENT DE TURNHOUT,1J,"- loisirs, sports (1J)",520,353,77,431,3
13000,ARRONDISSEMENT DE TURNHOUT,1K,- eaux cadastrées (1K),1560,1110,268,1377,10
13000,ARRONDISSEMENT DE TURNHOUT,1L,- chemins cadastrés (1L),5558,734,260,994,7
13000,ARRONDISSEMENT DE TURNHOUT,1MNOP,- autres (1MNOP),27103,2796,446,3242,24
13000,ARRONDISSEMENT DE TURNHOUT,2TOT,total des parcelles bâties (2TOT),311539,25131,1086,26217,193
13000,ARRONDISSEMENT DE TURNHOUT,2A1A2,- appartements (2A1A2),114912,867,5,872,6
13000,ARRONDISSEMENT DE TURNHOUT,2B,- immeubles à appartements (2B),1847,110,0,110,1
13000,ARRONDISSEMENT DE TURNHOUT,2C,"- maisons, fermes (2C)",161231,15261,10,15271,112
13000,ARRONDISSEMENT DE TURNHOUT,2DEF,"- annexes, y compris les serres (2DEF)",10870,2898,12,2910,21
13000,ARRONDISSEMENT DE TURNHOUT,2G,- ateliers et bâtiments industriels (2G),2487,1901,78,1979,15
13000,ARRONDISSEMENT DE TURNHOUT,2H,- bâtiments de stockage (2H),2593,1154,118,1271,9
13000,ARRONDISSEMENT DE TURNHOUT,2I,"- banques, bureaux (2I)",373,118,,118,1
13000,ARRONDISSEMENT DE TURNHOUT,2JK,- bâtiments commerciaux (2JK),5083,630,9,639,5
13000,ARRONDISSEMENT DE TURNHOUT,2L,- bâtiments publics (2L),362,9,292,301,2
13000,ARRONDISSEMENT DE TURNHOUT,2M,- equipements d’utilité publique (2M),2814,112,104,216,2
13000,ARRONDISSEMENT DE TURNHOUT,2N,- bâtiments destinés à l’aide sociale et aux soins de santé (2N),320,141,66,207,2
13000,ARRONDISSEMENT DE TURNHOUT,2O,"- bâtiments destinés à l’enseignement, la recherche et la culture (2O)",594,250,224,474,3
13000,ARRONDISSEMENT DE TURNHOUT,2P,- bâtiments destinés aux cultes (2P),445,18,23,40,0
13000,ARRONDISSEMENT DE TURNHOUT,2Q,"- bâtiments destinés aux loisirs, aux sports (2Q)",7287,1626,143,1769,13
13000,ARRONDISSEMENT DE TURNHOUT,2RST,- autres (2RST),321,36,4,40,0
13000,ARRONDISSEMENT DE TURNHOUT,3TOT,parcelles non-normalisées (3TOT),,,,,
13000,ARRONDISSEMENT DE TURNHOUT,4TOT,superficie cadastrée (4TOT),504631,117196,9865,127061,934
13000,ARRONDISSEMENT DE TURNHOUT,5TOT,superficie non-cadastrée (5TOT),,,,8942,66
13000,ARRONDISSEMENT DE TURNHOUT,6TOT,superficie totale (6TOT),,,,136003,1000
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1TOT,total des parcelles non bâties (1TOT),17048,4117,938,5055,311
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1AE,- terres agricoles nda (1AE),2011,440,39,479,29
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1BC,"- pâtures, prés (1BC)",519,172,12,184,11
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1DI,- jardins et parcs (1DI),6659,737,489,1226,75
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1F,- vergers (1F),69,19,1,20,1
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1G,- bois (1G),219,1825,15,1841,113
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1H,- terres vaines et vagues (1H),416,69,16,84,5
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1J,"- loisirs, sports (1J)",261,115,113,228,14
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1K,- eaux cadastrées (1K),79,62,25,87,5
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1L,- chemins cadastrés (1L),903,88,22,110,7
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,1MNOP,- autres (1MNOP),5912,590,206,796,49
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2TOT,total des parcelles bâties (2TOT),705411,6925,871,7796,480
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2A1A2,- appartements (2A1A2),542061,1857,29,1886,116
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2B,- immeubles à appartements (2B),8212,277,7,283,17
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2C,"- maisons, fermes (2C)",125608,2836,22,2858,176
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2DEF,"- annexes, y compris les serres (2DEF)",3598,82,8,90,6
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2G,- ateliers et bâtiments industriels (2G),2729,356,57,413,25
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2H,- bâtiments de stockage (2H),1647,209,25,234,14
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2I,"- banques, bureaux (2I)",1187,237,4,242,15
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2JK,- bâtiments commerciaux (2JK),15291,436,22,459,28
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2L,- bâtiments publics (2L),604,33,242,274,17
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2M,- equipements d’utilité publique (2M),686,33,12,44,3
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2N,- bâtiments destinés à l’aide sociale et aux soins de santé (2N),648,180,52,233,14
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2O,"- bâtiments destinés à l’enseignement, la recherche et la culture (2O)",1239,199,309,507,31
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2P,- bâtiments destinés aux cultes (2P),376,28,17,45,3
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2Q,"- bâtiments destinés aux loisirs, aux sports (2Q)",649,139,61,200,12
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,2RST,- autres (2RST),876,24,4,28,2
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,3TOT,parcelles non-normalisées (3TOT),,,,,
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,4TOT,superficie cadastrée (4TOT),722459,11042,1809,12851,791
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,5TOT,superficie non-cadastrée (5TOT),,,,3391,209
21000,ARRONDISSEMENT DE BRUXELLES-CAPITALE,6TOT,superficie totale (6TOT),,,,16242,1000
23000,ARRONDISSEMENT DE HAL-VILVORDE,1TOT,total des parcelles non bâties (1TOT),169170,60502,4758,65260,688
23000,ARRONDISSEMENT DE HAL-VILVORDE,1AE,- terres agricoles nda (1AE),69967,31456,452,31908,336
23000,ARRONDISSEMENT DE HAL-VILVORDE,1BC,"- pâtures, prés (1BC)",35490,16442,468,16909,178
23000,ARRONDISSEMENT DE HAL-VILVORDE,1DI,- jardins et parcs (1DI),16773,1515,425,1940,20
23000,ARRONDISSEMENT DE HAL-VILVORDE,1F,- vergers (1F),6866,2097,17,2114,22
23000,ARRONDISSEMENT DE HAL-VILVORDE,1G,- bois (1G),9773,5109,2284,7393,78
23000,ARRONDISSEMENT DE HAL-VILVORDE,1H,- terres vaines et vagues (1H),2511,351,190,541,6
23000,ARRONDISSEMENT DE HAL-VILVORDE,1J,"- loisirs, sports (1J)",475,223,126,349,4
23000,ARRONDISSEMENT DE HAL-VILVORDE,1K,- eaux cadastrées (1K),662,192,178,370,4
23000,ARRONDISSEMENT DE HAL-VILVORDE,1L,- chemins cadastrés (1L),3123,200,75,275,3
23000,ARRONDISSEMENT DE HAL-VILVORDE,1MNOP,- autres (1MNOP),23530,2917,543,3460,36
23000,ARRONDISSEMENT DE HAL-VILVORDE,2TOT,total des parcelles bâties (2TOT),370734,21719,713,22432,236
23000,ARRONDISSEMENT DE HAL-VILVORDE,2A1A2,- appartements (2A1A2),130166,946,23,969,10
23000,ARRONDISSEMENT DE HAL-VILVORDE,2B,- immeubles à appartements (2B),3607,163,0,163,2
23000,ARRONDISSEMENT DE HAL-VILVORDE,2C,"- maisons, fermes (2C)",206814,15606,23,15628,165
23000,ARRONDISSEMENT DE HAL-VILVORDE,2DEF,"- annexes, y compris les serres (2DEF)",12149,1283,8,1291,14
23000,ARRONDISSEMENT DE HAL-VILVORDE,2G,- ateliers et bâtiments industriels (2G),2599,1115,8,1123,12
23000,ARRONDISSEMENT DE HAL-VILVORDE,2H,- bâtiments de stockage (2H),2116,845,37,883,9
23000,ARRONDISSEMENT DE HAL-VILVORDE,2I,"- banques, bureaux (2I)",720,269,0,269,3
23000,ARRONDISSEMENT DE HAL-VILVORDE,2JK,- bâtiments commerciaux (2JK),5905,630,5,635,7
23000,ARRONDISSEMENT DE HAL-VILVORDE,2L,- bâtiments publics (2L),304,23,256,279,3
23000,ARRONDISSEMENT DE HAL-VILVORDE,2M,- equipements d’utilité publique (2M),2936,106,50,156,2
23000,ARRONDISSEMENT DE HAL-VILVORDE,2N,- bâtiments destinés à l’aide sociale et aux soins de santé (2N),377,154,36,190,2
23000,ARRONDISSEMENT DE HAL-VILVORDE,2O,"- bâtiments destinés à l’enseignement, la recherche et la culture (2O)",571,180,166,347,4
23000,ARRONDISSEMENT DE HAL-VILVORDE,2P,- bâtiments destinés aux cultes (2P),688,24,28,52,1
23000,ARRONDISSEMENT DE HAL-VILVORDE,2Q,"- bâtiments destinés aux loisirs, aux sports (2Q)",1408,300,68,369,4
23000,ARRONDISSEMENT DE HAL-VILVORDE,2RST,- autres (2RST),374,76,2,78,1
23000,ARRONDISSEMENT DE HAL-VILVORDE,3TOT,parcelles non-normalisées (3TOT),,,,,
23000,ARRONDISSEMENT DE HAL-VILVORDE,4TOT,superficie cadastrée (4TOT),539904,82221,5471,87692,924
23000,ARRONDISSEMENT DE HAL-VILVORDE,5TOT,superficie non-cadastrée (5TOT),,,,7219,76
23000,ARRONDISSEMENT DE HAL-VILVORDE,6TOT,superficie totale (6TOT),,,,94911,1000
24000,ARRONDISSEMENT DE LOUVAIN,1TOT,total des parcelles non bâties (1TOT),202476,81594,6235,87829,751
24000,ARRONDISSEMENT DE LOUVAIN,1AE,- terres agricoles nda (1AE),90691,44898,485,45382,388
24000,ARRONDISSEMENT DE LOUVAIN,1BC,"- pâtures, prés (1BC)",33250,16573,1069,17642,151
24000,ARRONDISSEMENT DE LOUVAIN,1DI,- jardins et parcs (1DI),16117,1514,185,1698,15
24000,ARRONDISSEMENT DE LOUVAIN,1F,- vergers (1F),10041,4274,51,4325,37
24000,ARRONDISSEMENT DE LOUVAIN,1G,- bois (1G),20265,10425,3548,13973,120
24000,ARRONDISSEMENT DE LOUVAIN,1H,- terres vaines et vagues (1H),3685,916,225,1141,10
24000,ARRONDISSEMENT DE LOUVAIN,1J,"- loisirs, sports (1J)",578,334,76,410,4
24000,ARRONDISSEMENT DE LOUVAIN,1K,- eaux cadastrées (1K),1274,369,160,529,5
24000,ARRONDISSEMENT DE LOUVAIN,1L,- chemins cadastrés (1L),3270,229,79,308,3
24000,ARRONDISSEMENT DE LOUVAIN,1MNOP,- autres (1MNOP),23305,2063,357,2420,21
24000,ARRONDISSEMENT DE LOUVAIN,2TOT,total des parcelles bâties (2TOT),327564,21348,542,21890,187
24000,ARRONDISSEMENT DE LOUVAIN,2A1A2,- appartements (2A1A2),116131,725,8,733,6
24000,ARRONDISSEMENT DE LOUVAIN,2B,- immeubles à appartements (2B),2046,103,2,105,1
24000,ARRONDISSEMENT DE LOUVAIN,2C,"- maisons, fermes (2C)",180808,16387,25,16412,140
24000,ARRONDISSEMENT DE LOUVAIN,2DEF,"- annexes, y compris les serres (2DEF)",11061,1040,9,1049,9
24000,ARRONDISSEMENT DE LOUVAIN,2G,- ateliers et bâtiments industriels (2G),1746,801,23,824,7
24000,ARRONDISSEMENT DE LOUVAIN,2H,- bâtiments de stockage (2H),1596,387,35,422,4
24000,ARRONDISSEMENT DE LOUVAIN,2I,"- banques, bureaux (2I)",351,94,1,95,1
24000,ARRONDISSEMENT DE LOUVAIN,2JK,- bâtiments commerciaux (2JK),5571,561,14,575,5
24000,ARRONDISSEMENT DE LOUVAIN,2L,- bâtiments publics (2L),258,88,115,203,2
24000,ARRONDISSEMENT DE LOUVAIN,2M,- equipements d’utilité publique (2M),2912,53,61,114,1
24000,ARRONDISSEMENT DE LOUVAIN,2N,- bâtiments destinés à l’aide sociale et aux soins de santé (2N),413,244,21,264,2
24000,ARRONDISSEMENT DE LOUVAIN,2O,"- bâtiments destinés à l’enseignement, la recherche et la culture (2O)",678,226,121,346,3
24000,ARRONDISSEMENT DE LOUVAIN,2P,- bâtiments destinés aux cultes (2P),736,44,31,74,1
24000,ARRONDISSEMENT DE LOUVAIN,2Q,"- bâtiments destinés aux loisirs, aux sports (2Q)",2901,517,61,578,5
24000,ARRONDISSEMENT DE LOUVAIN,2RST,- autres (2RST),356,78,16,94,1
24000,ARRONDISSEMENT DE LOUVAIN,3TOT,parcelles non-normalisées (3TOT),,,,,
24000,ARRONDISSEMENT DE LOUVAIN,4TOT,superficie cadastrée (4TOT),530040,102942,6777,109719,938
24000,ARRONDISSEMENT DE LOUVAIN,5TOT,superficie non-cadastrée (5TOT),,,,7206,62
24000,ARRONDISSEMENT DE LOUVAIN,6TOT,superficie totale (6TOT),,,,116924,1000
25000,ARRONDISSEMENT DE NIVELLES,1TOT,total des parcelles non bâties (1TOT),148105,83414,2121,85535,780
25000,ARRONDISSEMENT DE NIVELLES,1AE,- terres agricoles nda (1AE),70420,52527,448,52975,483
25000,ARRONDISSEMENT DE NIVELLES,1BC,"- pâtures, prés (1BC)",26463,14604,264,14868,136
25000,ARRONDISSEMENT DE NIVELLES,1DI,- jardins et parcs (1DI),13873,1273,116,1389,13
25000,ARRONDISSEMENT DE NIVELLES,1F,- vergers (1F),1986,709,5,715,7
25000,ARRONDISSEMENT DE NIVELLES,1G,- bois (1G),9845,9319,254,9573,87
25000,ARRONDISSEMENT DE NIVELLES,1H,- terres vaines et vagues (1H),3379,914,126,1040,9
25000,ARRONDISSEMENT DE NIVELLES,1J,"- loisirs, sports (1J)",465,744,50,794,7
25000,ARRONDISSEMENT DE NIVELLES,1K,- eaux cadastrées (1K),751,328,92,420,4
25000,ARRONDISSEMENT DE NIVELLES,1L,- chemins cadastrés (1L),3839,280,66,346,3
25000,ARRONDISSEMENT DE NIVELLES,1MNOP,- autres (1MNOP),17084,2717,699,3416,31
25000,ARRONDISSEMENT DE NIVELLES,2TOT,total des parcelles bâties (2TOT),248572,17375,654,18029,164
25000,ARRONDISSEMENT DE NIVELLES,2A1A2,- appartements (2A1A2),92860,669,4,673,6
25000,ARRONDISSEMENT DE NIVELLES,2B,- immeubles à appartements (2B),1124,69,0,69,1
25000,ARRONDISSEMENT DE NIVELLES,2C,"- maisons, fermes (2C)",134042,13446,23,13468,123
25000,ARRONDISSEMENT DE NIVELLES,2DEF,"- annexes, y compris les serres (2DEF)",8058,530,4,534,5
25000,ARRONDISSEMENT DE NIVELLES,2G,- ateliers et bâtiments industriels (2G),1423,750,10,760,7
25000,ARRONDISSEMENT DE NIVELLES,2H,- bâtiments de stockage (2H),1443,509,21,531,5
25000,ARRONDISSEMENT DE NIVELLES,2I,"- banques, bureaux (2I)",443,141,0,142,1
25000,ARRONDISSEMENT DE NIVELLES,2JK,- bâtiments commerciaux (2JK),3527,382,13,396,4
25000,ARRONDISSEMENT DE NIVELLES,2L,- bâtiments publics (2L),213,9,107,116,1
25000,ARRONDISSEMENT DE NIVELLES,2M,- equipements d’utilité publique (2M),2165,36,69,105,1
25000,ARRONDISSEMENT DE NIVELLES,2N,- bâtiments destinés à l’aide sociale et aux soins de santé (2N),322,117,54,171,2
25000,ARRONDISSEMENT DE NIVELLES,2O,"- bâtiments destinés à l’enseignement, la recherche et la culture (2O)",537,196,199,395,4
25000,ARRONDISSEMENT DE NIVELLES,2P,- bâtiments destinés aux cultes (2P),676,22,36,59,1
25000,ARRONDISSEMENT DE NIVELLES,2Q,"- bâtiments destinés aux loisirs, aux sports (2Q)",1100,369,107,476,4
25000,ARRONDISSEMENT DE NIVELLES,2RST,- autres (2RST),639,129,5,134,1
25000,ARRONDISSEMENT DE NIVELLES,3TOT,parcelles non-normalisées (3TOT),,,,,
25000,ARRONDISSEMENT DE NIVELLES,4TOT,superficie cadastrée (4TOT),396677,100789,2775,103564,944
25000,ARRONDISSEMENT DE NIVELLES,5TOT,superficie non-cadastrée (5TOT),,,,6156,56
25000,ARRONDISSEMENT DE NIVELLES,6TOT,superficie totale (6TOT),,,,109720,1000
31000,ARRONDISSEMENT DE BRUGES,1TOT,total des parcelles non bâties (1TOT),91212,46532,2542,49074,729
31000,ARRONDISSEMENT DE BRUGES,1AE,- terres agricoles nda (1AE),39355,23556,166,23721,352
31000,ARRONDISSEMENT DE BRUGES,1BC,"- pâtures, prés (1BC)",27304,16618,566,17184,255
31000,ARRONDISSEMENT DE BRUGES,1DI,- jardins et parcs (1DI),3995,416,121,537,8
31000,ARRONDISSEMENT DE BRUGES,1F,- vergers (1F),624,243,3,246,4
31000,ARRONDISSEMENT DE BRUGES,1G,- bois (1G),4197,3025,317,3341,50
31000,ARRONDISSEMENT DE BRUGES,1H,- terres vaines et vagues (1H),887,327,567,893,13
31000,ARRONDISSEMENT DE BRUGES,1J,"- loisirs, sports (1J)",240,178,74,252,4
31000,ARRONDISSEMENT DE BRUGES,1K,- eaux cadastrées (1K),1092,223,155,378,6
31000,ARRONDISSEMENT DE BRUGES,1L,- chemins cadastrés (1L),3423,429,127,555,8
31000,ARRONDISSEMENT DE BRUGES,1MNOP,- autres (1MNOP),10095,1518,448,1966,29
31000,ARRONDISSEMENT DE BRUGES,2TOT,total des parcelles bâties (2TOT),258874,11243,474,11717,174
31000,ARRONDISSEMENT DE BRUGES,2A1A2,- appartements (2A1A2),134402,634,53,687,10
31000,ARRONDISSEMENT DE BRUGES,2B,- immeubles à appartements (2B),1871,61,0,61,1
31000,ARRONDISSEMENT DE BRUGES,2C,"- maisons, fermes (2C)",100281,7402,64,7466,111
31000,ARRONDISSEMENT DE BRUGES,2DEF,"- annexes, y compris les serres (2DEF)",9769,791,9,801,12
31000,ARRONDISSEMENT DE BRUGES,2G,- ateliers et bâtiments industriels (2G),1633,841,20,861,13
31000,ARRONDISSEMENT DE BRUGES,2H,- bâtiments de stockage (2H),1392,381,16,397,6
31000,ARRONDISSEMENT DE BRUGES,2I,"- banques, bureaux (2I)",337,50,1,51,1
31000,ARRONDISSEMENT DE BRUGES,2JK,- bâtiments commerciaux (2JK),5009,385,1,387,6
31000,ARRONDISSEMENT DE BRUGES,2L,- bâtiments publics (2L),168,35,120,155,2
31000,ARRONDISSEMENT DE BRUGES,2M,- equipements d’utilité publique (2M),1884,30,39,70,1
31000,ARRONDISSEMENT DE BRUGES,2N,- bâtiments destinés à l’aide sociale et aux soins de santé (2N),256,136,12,148,2
31000,ARRONDISSEMENT DE BRUGES,2O,"- bâtiments destinés à l’enseignement, la recherche et la culture (2O)",410,140,49,189,3
31000,ARRONDISSEMENT DE BRUGES,2P,- bâtiments destinés aux cultes (2P),292,24,19,43,1
31000,ARRONDISSEMENT DE BRUGES,2Q,"- bâtiments destinés aux loisirs, aux sports (2Q)",910,303,69,372,6
31000,ARRONDISSEMENT DE BRUGES,2RST,- autres (2RST),260,28,1,29,0
31000,ARRONDISSEMENT DE BRUGES,3TOT,parcelles non-normalisées (3TOT),,,,,
31000,ARRONDISSEMENT DE BRUGES,4TOT,superficie cadastrée (4TOT),350086,57774,3016,60790,903
31000,ARRONDISSEMENT DE BRUGES,5TOT,superficie non-cadastrée (5TOT),,,,6535,97
31000,ARRONDISSEMENT DE BRUGES,6TOT,superficie totale (6TOT),,,,67325,1000
32000,ARRONDISSEMENT DE DIXMUDE,1TOT,total des parcelles non bâties (1TOT),43754,29940,1130,31070,851
32000,ARRONDISSEMENT DE DIXMUDE,1AE,- terres agricoles nda (1AE),21473,16954,61,17014,466
32000,ARRONDISSEMENT DE DIXMUDE,1BC,"- pâtures, prés (1BC)",16900,12132,602,12734,349
32000,ARRONDISSEMENT DE DIXMUDE,1DI,- jardins et parcs (1DI),1314,84,24,109,3
32000,ARRONDISSEMENT DE DIXMUDE,1F,- vergers (1F),68,64,0,65,2
32000,ARRONDISSEMENT DE DIXMUDE,1G,- bois (1G),377,351,178,529,14
32000,ARRONDISSEMENT DE DIXMUDE,1H,- terres vaines et vagues (1H),160,19,49,68,2
32000,ARRONDISSEMENT DE DIXMUDE,1J,"- loisirs, sports (1J)",34,7,11,19,1
32000,ARRONDISSEMENT DE DIXMUDE,1K,- eaux cadastrées (1K),309,82,148,230,6
32000,ARRONDISSEMENT DE DIXMUDE,1L,- chemins cadastrés (1L),758,62,24,86,2
